1246,-0.320,-0.125
1247,-0.300,-0.100
1248,-0.295,-0.085
1249,-0.300,-0.080
1250,-0.305,-0.045
1251,-0.295,-0.020
1252,-0.280,-0.005
1253,-0.275,0.010
1254,-0.280,0.025
1255,-0.280,0.045
1256,-0.275,0.085
1257,-0.245,0.120
1258,-0.215,0.145
1259,-0.205,0.160
1260,-0.210,0.175
1261,-0.225,0.175
1262,-0.210,0.190
1263,-0.190,0.215
1264,-0.165,0.205
1265,-0.160,0.200
1266,-0.165,0.200
1267,-0.170,0.220
1268,-0.155,0.220
1269,-0.160,0.220
1270,-0.145,0.225
1271,-0.145,0.225
1272,-0.160,0.225
1273,-0.155,0.220
1274,-0.145,0.225
1275,-0.125,0.245
1276,-0.125,0.245
1277,-0.120,0.250
1278,-0.120,0.245
1279,-0.130,0.245
1280,-0.115,0.265
1281,-0.105,0.265
1282,-0.105,0.265
1283,-0.100,0.260
1284,-0.105,0.255
1285,-0.110,0.265
1286,-0.110,0.280
1287,-0.085,0.290
1288,-0.075,0.285
1289,-0.090,0.285
1290,-0.070,0.285
1291,-0.090,0.280
1292,-0.070,0.300
1293,-0.065,0.315
1294,-0.050,0.330
1295,-0.060,0.320
1296,-0.055,0.325
1297,-0.055,0.335
1298,-0.050,0.335
1299,-0.030,0.360
1300,-0.030,0.355
1301,-0.015,0.360
1302,-0.010,0.360
1303,-0.020,0.365
1304,-0.015,0.380
1305,-0.005,0.400
1306,0.005,0.395
1307,0.005,0.395
1308,0.005,0.400
1309,0.005,0.405
1310,0.010,0.415
1311,0.025,0.435
1312,0.045,0.440
1313,0.040,0.435
1314,0.035,0.425
1315,0.045,0.440
1316,0.035,0.450
1317,0.050,0.465
1318,0.045,0.455
1319,0.060,0.455
1320,0.055,0.450
1321,0.030,0.445
1322,0.040,0.460
1323,0.045,0.470
1324,0.060,0.450
1325,0.055,0.455
1326,0.030,0.440
1327,0.025,0.435
1328,0.025,0.435
1329,0.030,0.445
1330,0.025,0.430
1331,0.005,0.420
1332,0.000,0.410
1333,-0.020,0.405
1334,-0.015,0.415
1335,-0.010,0.415
1336,-0.020,0.405
1337,-0.025,0.385
1338,-0.050,0.355
1339,-0.055,0.360
1340,-0.060,0.355
1341,-0.065,0.360
1342,-0.070,0.350
1343,-0.075,0.325
1344,-0.085,0.305
1345,-0.110,0.290
1346,-0.110,0.300
1347,-0.105,0.300
1348,-0.105,0.285
1349,-0.120,0.275
1350,-0.135,0.245
1351,-0.145,0.240
1352,-0.145,0.245
1353,-0.145,0.250
1354,-0.130,0.235
1355,-0.150,0.220
1356,-0.150,0.200
1357,-0.160,0.200
1358,-0.170,0.205
1359,-0.160,0.220
1360,-0.150,0.210
1361,-0.165,0.200
1362,-0.165,0.195
1363,-0.185,0.185
1364,-0.190,0.190
1365,-0.180,0.205
1366,-0.185,0.215
1367,-0.185,0.195
1368,-0.195,0.190
1369,-0.210,0.180
1370,-0.215,0.205
1371,-0.200,0.195
1372,-0.205,0.190
1373,-0.195,0.175
1374,-0.210,0.170
1375,-0.215,0.160
1376,-0.210,0.165
1377,-0.200,0.160
1378,-0.190,0.155
1379,-0.180,0.140
1380,-0.175,0.145
1381,-0.185,0.130
1382,-0.200,0.130
1383,-0.195,0.140
1384,-0.180,0.145
1385,-0.185,0.130
1386,-0.185,0.130
1387,-0.195,0.130
1388,-0.185,0.145
1389,-0.175,0.155
1390,-0.165,0.145
1391,-0.145,0.140
1392,-0.155,0.130
1393,-0.160,0.125
1394,-0.150,0.140
1395,-0.155,0.150
1396,-0.155,0.155
1397,-0.155,0.140
1398,-0.190,0.125
1399,-0.210,0.105
1400,-0.215,0.120
1401,-0.215,0.125
1402,-0.210,0.115
1403,-0.215,0.105
1404,-0.235,0.100
1405,-0.250,0.090
1406,-0.255,0.090
1407,-0.245,0.095
1408,-0.255,0.090
1409,-0.250,0.090
1410,-0.260,0.075
1411,-0.280,0.075
1412,-0.270,0.075
1413,-0.275,0.080
1414,-0.270,0.075
1415,-0.270,0.070
1416,-0.280,0.050
1417,-0.305,0.055
1418,-0.285,0.065
1419,-0.290,0.065
1420,-0.265,0.075
1421,-0.280,0.050
1422,-0.295,0.050
1423,-0.305,0.045
1424,-0.300,0.060
1425,-0.280,0.060
1426,-0.290,0.055
1427,-0.280,0.055
1428,-0.290,0.045
1429,-0.300,0.040
1430,-0.295,0.045
1431,-0.290,0.050
1432,-0.280,0.045
1433,-0.285,0.045
1434,-0.295,0.040
1435,-0.295,0.040
1436,-0.290,0.050
1437,-0.290,0.050
1438,-0.280,0.055
1439,-0.275,0.055
1440,-0.290,0.035
1441,-0.285,0.040
1442,-0.290,0.045
1443,-0.275,0.065
1444,-0.285,0.055
1445,-0.285,0.050
1446,-0.285,0.045
1447,-0.295,0.035
1448,-0.295,0.035
1449,-0.285,0.050
1450,-0.270,0.055
1451,-0.265,0.055
1452,-0.275,0.035
1453,-0.280,0.045
1454,-0.285,0.050
1455,-0.265,0.060
1456,-0.250,0.060
1457,-0.250,0.055
1458,-0.235,0.050
1459,-0.245,0.045
1460,-0.220,0.070
1461,-0.180,0.090
1462,-0.110,0.110
1463,0.095,0.125
1464,0.555,0.185
1465,0.955,0.490
1466,0.870,0.850
1467,0.525,0.850
1468,0.365,0.585
1469,0.430,0.435
1470,0.530,0.405
1471,0.620,0.415
1472,0.720,0.400
1473,0.875,0.400
1474,1.060,0.380
1475,1.240,0.380
1476,1.375,0.365
1477,1.425,0.325
1478,1.385,0.255
1479,1.210,0.145
1480,0.975,-0.005
1481,0.710,-0.140
1482,0.480,-0.270
1483,0.265,-0.350
1484,0.050,-0.375
1485,-0.145,-0.350
1486,-0.305,-0.325
1487,-0.395,-0.285
1488,-0.435,-0.230
1489,-0.450,-0.180
1490,-0.455,-0.130
1491,-0.440,-0.060
1492,-0.435,-0.020
1493,-0.420,-0.010
1494,-0.425,0.000
1495,-0.435,0.005
1496,-0.420,0.015
1497,-0.420,0.025
1498,-0.405,0.015
1499,-0.410,0.015
1500,-0.430,0.000
1501,-0.430,0.005
1502,-0.430,0.005
1503,-0.425,0.005
1504,-0.425,0.005
1505,-0.430,-0.005
1506,-0.450,-0.005
1507,-0.465,0.000
1508,-0.460,0.000
1509,-0.450,0.010
1510,-0.440,0.005
1511,-0.445,-0.010
1512,-0.455,-0.020
1513,-0.480,-0.010
1514,-0.465,-0.010
1515,-0.460,-0.005
1516,-0.460,-0.005
1517,-0.460,-0.025
1518,-0.480,-0.030
1519,-0.500,-0.035
1520,-0.500,-0.030
1521,-0.490,-0.015
1522,-0.505,-0.020
1523,-0.495,-0.025
1524,-0.500,-0.045
1525,-0.525,-0.040
1526,-0.505,-0.040
1527,-0.510,-0.030
1528,-0.510,-0.040
1529,-0.530,-0.040
1530,-0.535,-0.055
1531,-0.550,-0.065
1532,-0.545,-0.060
1533,-0.535,-0.050
1534,-0.545,-0.055
1535,-0.540,-0.065
1536,-0.550,-0.070
1537,-0.570,-0.075
1538,-0.565,-0.075
1539,-0.550,-0.055
1540,-0.545,-0.060
1541,-0.555,-0.080
1542,-0.580,-0.080
1543,-0.580,-0.080
1544,-0.590,-0.080
1545,-0.575,-0.070
1546,-0.575,-0.070
1547,-0.570,-0.085
1548,-0.585,-0.100
1549,-0.600,-0.090
1550,-0.580,-0.090
1551,-0.585,-0.080
1552,-0.580,-0.085
1553,-0.590,-0.095
1554,-0.590,-0.100
1555,-0.600,-0.100
1556,-0.585,-0.100
1557,-0.570,-0.080
1558,-0.565,-0.080
1559,-0.565,-0.090
1560,-0.570,-0.100
1561,-0.585,-0.090
1562,-0.565,-0.080
1563,-0.560,-0.065
1564,-0.545,-0.070
1565,-0.540,-0.075
1566,-0.555,-0.080
1567,-0.545,-0.070
1568,-0.535,-0.060
1569,-0.510,-0.050
1570,-0.495,-0.045
1571,-0.495,-0.050
1572,-0.490,-0.035
1573,-0.490,-0.045
1574,-0.465,-0.030
1575,-0.455,-0.005
1576,-0.440,0.000
1577,-0.445,-0.010
1578,-0.435,-0.005
1579,-0.425,0.010
1580,-0.395,0.030
1581,-0.390,0.035
1582,-0.375,0.045
1583,-0.360,0.045
1584,-0.345,0.045
1585,-0.345,0.050
1586,-0.330,0.075
1587,-0.310,0.085
1588,-0.300,0.085
1589,-0.290,0.080
1590,-0.295,0.075
1591,-0.300,0.090
1592,-0.280,0.090
1593,-0.270,0.110
1594,-0.265,0.110
1595,-0.265,0.115
1596,-0.265,0.105
1597,-0.260,0.110
1598,-0.265,0.110
1599,-0.260,0.120
1600,-0.255,0.115
1601,-0.255,0.115
1602,-0.250,0.115
1603,-0.260,0.090
1604,-0.255,0.110
1605,-0.260,0.110
1606,-0.250,0.120
1607,-0.255,0.115
1608,-0.255,0.100
1609,-0.265,0.095
1610,-0.255,0.105
1611,-0.245,0.110
1612,-0.250,0.105
1613,-0.255,0.090
1614,-0.270,0.085
1615,-0.270,0.085
1616,-0.270,0.090
1617,-0.265,0.100
1618,-0.260,0.105
1619,-0.260,0.090
1620,-0.275,0.085
1621,-0.285,0.080
1622,-0.295,0.085
1623,-0.285,0.090
1624,-0.265,0.090
1625,-0.270,0.090
1626,-0.275,0.075
1627,-0.300,0.080
1628,-0.280,0.080
1629,-0.280,0.085
1630,-0.275,0.080
1631,-0.285,0.080
1632,-0.300,0.065
1633,-0.300,0.070
1634,-0.305,0.090
1635,-0.305,0.090
1636,-0.295,0.080
1637,-0.285,0.075
1638,-0.305,0.075
1639,-0.310,0.085
1640,-0.310,0.085
1641,-0.305,0.090
1642,-0.295,0.105
1643,-0.295,0.085
1644,-0.310,0.070
1645,-0.320,0.080
1646,-0.315,0.095
1647,-0.305,0.100
1648,-0.300,0.095
1649,-0.300,0.090
1650,-0.305,0.090
1651,-0.320,0.075
1652,-0.310,0.085
1653,-0.310,0.105
1654,-0.290,0.100
1655,-0.285,0.085
1656,-0.305,0.085
1657,-0.305,0.085
1658,-0.310,0.085
1659,-0.300,0.105
1660,-0.295,0.100
1661,-0.290,0.090
1662,-0.305,0.075
1663,-0.305,0.070
1664,-0.300,0.090
1665,-0.285,0.095
1666,-0.290,0.090
1667,-0.290,0.080
1668,-0.295,0.070
1669,-0.310,0.075
1670,-0.300,0.075
1671,-0.300,0.085
1672,-0.280,0.085
1673,-0.270,0.080
1674,-0.290,0.075
1675,-0.290,0.075
1676,-0.295,0.085
1677,-0.285,0.090
1678,-0.270,0.085
1679,-0.290,0.075
1680,-0.300,0.065
1681,-0.290,0.060
1682,-0.290,0.070
1683,-0.280,0.085
1684,-0.275,0.075
1685,-0.275,0.075
1686,-0.280,0.070
1687,-0.290,0.065
1688,-0.285,0.075
1689,-0.275,0.080
1690,-0.270,0.090
1691,-0.275,0.085
1692,-0.285,0.075
1693,-0.295,0.080
1694,-0.290,0.095
1695,-0.295,0.110
1696,-0.290,0.105
1697,-0.280,0.095
1698,-0.290,0.085
1699,-0.310,0.085
1700,-0.300,0.100
1701,-0.290,0.105
1702,-0.280,0.105
1703,-0.280,0.095
1704,-0.290,0.085
1705,-0.295,0.075
1706,-0.280,0.080
1707,-0.265,0.090
1708,-0.260,0.075
1709,-0.255,0.070
1710,-0.250,0.070
1711,-0.270,0.070
1712,-0.265,0.065
1713,-0.250,0.070
1714,-0.250,0.080
1715,-0.245,0.060
1716,-0.245,0.055
1717,-0.255,0.070
1718,-0.250,0.075
1719,-0.225,0.085
1720,-0.210,0.065
1721,-0.200,0.065
1722,-0.205,0.060
1723,-0.220,0.050
1724,-0.210,0.065
1725,-0.200,0.085
1726,-0.200,0.080
1727,-0.215,0.080
1728,-0.245,0.060
1729,-0.245,0.060
1730,-0.250,0.075
1731,-0.250,0.070
1732,-0.245,0.060
1733,-0.230,0.050
1734,-0.250,0.050
1735,-0.260,0.050
1736,-0.265,0.050
1737,-0.270,0.060
1738,-0.250,0.050
1739,-0.250,0.055
1740,-0.245,0.035
1741,-0.245,0.045
1742,-0.220,0.050
1743,-0.190,0.075
1744,-0.145,0.075
1745,-0.050,0.075
1746,0.170,0.085
1747,0.570,0.155
1748,0.910,0.390
1749,0.770,0.725
1750,0.365,0.785
1751,0.095,0.550
1752,0.025,0.320
1753,0.045,0.245
1754,0.045,0.240
1755,0.020,0.235
1756,0.015,0.215
1757,0.000,0.170
1758,-0.010,0.170
1759,-0.040,0.155
1760,-0.030,0.145
1761,-0.010,0.150
1762,-0.005,0.130
1763,-0.025,0.095
1764,-0.030,0.055
1765,-0.050,0.025
1766,-0.055,0.020
1767,-0.065,0.025
1768,-0.060,0.010
1769,-0.075,-0.005
1770,-0.090,-0.015
1771,-0.130,-0.030
1772,-0.145,-0.030
1773,-0.175,-0.045
1774,-0.220,-0.060
1775,-0.260,-0.080
1776,-0.295,-0.105
1777,-0.360,-0.115
1778,-0.430,-0.120
1779,-0.510,-0.110
1780,-0.565,-0.125
1781,-0.600,-0.140
1782,-0.615,-0.165
1783,-0.655,-0.165
1784,-0.675,-0.175
1785,-0.710,-0.175
1786,-0.720,-0.200
1787,-0.735,-0.205
1788,-0.735,-0.225
1789,-0.750,-0.230
1790,-0.710,-0.220
1791,-0.660,-0.215
1792,-0.595,-0.205
1793,-0.535,-0.185
1794,-0.455,-0.170
1795,-0.415,-0.185
1796,-0.350,-0.175
1797,-0.320,-0.170
1798,-0.305,-0.200
1799,-0.335,-0.235
1800,-0.360,-0.300
1801,-0.405,-0.360
1802,-0.435,-0.385
1803,-0.450,-0.395
1804,-0.460,-0.385
1805,-0.485,-0.375
1806,-0.490,-0.340
1807,-0.495,-0.305
1808,-0.470,-0.245
1809,-0.420,-0.195
1810,-0.395,-0.145
1811,-0.360,-0.105
1812,-0.340,-0.065
1813,-0.335,-0.010
1814,-0.310,0.030
1815,-0.315,0.055
1816,-0.300,0.065
1817,-0.290,0.075
1818,-0.290,0.075
1819,-0.295,0.075
1820,-0.265,0.085
1821,-0.265,0.095
1822,-0.240,0.095
1823,-0.220,0.085
1824,-0.220,0.080
1825,-0.220,0.070
1826,-0.225,0.085
1827,-0.205,0.095
1828,-0.205,0.090
1829,-0.200,0.085
1830,-0.195,0.090
1831,-0.200,0.075
1832,-0.195,0.095
1833,-0.185,0.105
1834,-0.180,0.105
1835,-0.175,0.090
1836,-0.180,0.085
1837,-0.185,0.090
1838,-0.175,0.095
1839,-0.165,0.110
1840,-0.165,0.105
1841,-0.165,0.085
1842,-0.175,0.085
1843,-0.180,0.080
1844,-0.175,0.100
1845,-0.160,0.105
1846,-0.155,0.110
1847,-0.160,0.095
1848,-0.150,0.090
1849,-0.165,0.090
1850,-0.145,0.110
1851,-0.130,0.120
1852,-0.120,0.105
1853,-0.125,0.110
1854,-0.135,0.100
1855,-0.145,0.095
1856,-0.135,0.105
1857,-0.120,0.135
1858,-0.100,0.120
1859,-0.110,0.120
1860,-0.110,0.125
1861,-0.115,0.110
1862,-0.105,0.135
1863,-0.090,0.140
1864,-0.080,0.160
1865,-0.090,0.135
1866,-0.095,0.135
1867,-0.100,0.140
1868,-0.090,0.145
1869,-0.085,0.165
1870,-0.080,0.155
1871,-0.075,0.150
1872,-0.080,0.135
1873,-0.075,0.145
1874,-0.080,0.155
1875,-0.070,0.175
1876,-0.050,0.165
1877,-0.050,0.165
1878,-0.060,0.160
1879,-0.065,0.170
1880,-0.050,0.175
1881,-0.045,0.195
1882,-0.015,0.195
1883,-0.020,0.180
1884,-0.030,0.175
1885,-0.030,0.180
1886,-0.025,0.200
1887,0.000,0.215
1888,0.000,0.205
1889,0.000,0.205
1890,-0.010,0.195
1891,-0.015,0.195
1892,-0.015,0.215
1893,-0.010,0.230
1894,0.010,0.225
1895,0.010,0.210
1896,0.010,0.210
1897,0.005,0.215
1898,0.005,0.225
1899,0.010,0.220
1900,0.005,0.230
1901,0.015,0.230
1902,-0.005,0.215
1903,-0.010,0.210
1904,-0.010,0.225
1905,-0.005,0.220
1906,-0.015,0.220
1907,-0.015,0.220
1908,-0.025,0.200
1909,-0.045,0.205
1910,-0.040,0.215
1911,-0.040,0.225
1912,-0.050,0.215
1913,-0.055,0.200
1914,-0.060,0.190
1915,-0.090,0.200
1916,-0.095,0.205
1917,-0.085,0.215
1918,-0.080,0.200
1919,-0.085,0.185
1920,-0.100,0.185
1921,-0.115,0.175
1922,-0.110,0.185
1923,-0.115,0.190
1924,-0.110,0.180
1925,-0.115,0.170
1926,-0.130,0.155
1927,-0.135,0.155
1928,-0.145,0.160
1929,-0.140,0.165
1930,-0.145,0.170
1931,-0.150,0.155
1932,-0.170,0.140
1933,-0.185,0.130
1934,-0.185,0.135
1935,-0.180,0.135
1936,-0.180,0.135
1937,-0.185,0.130
1938,-0.185,0.120
1939,-0.205,0.120
1940,-0.200,0.130
1941,-0.200,0.135
1942,-0.190,0.125
1943,-0.190,0.115
1944,-0.205,0.110
1945,-0.230,0.105
1946,-0.220,0.125
1947,-0.200,0.130
1948,-0.210,0.115
1949,-0.215,0.115
1950,-0.225,0.100
1951,-0.240,0.105
1952,-0.225,0.110
1953,-0.220,0.120
1954,-0.215,0.120
1955,-0.225,0.095
1956,-0.220,0.100
1957,-0.235,0.100
1958,-0.220,0.095
1959,-0.205,0.110
1960,-0.200,0.105
1961,-0.225,0.090
1962,-0.235,0.090
1963,-0.245,0.080
1964,-0.250,0.090
1965,-0.235,0.105
1966,-0.220,0.095
1967,-0.210,0.095
1968,-0.220,0.090
1969,-0.230,0.080
1970,-0.245,0.095
1971,-0.240,0.110
1972,-0.240,0.105
1973,-0.245,0.090
1974,-0.250,0.080
1975,-0.260,0.075
1976,-0.255,0.095
1977,-0.255,0.095
1978,-0.245,0.080
1979,-0.245,0.085
1980,-0.250,0.085
1981,-0.250,0.080
1982,-0.240,0.090
1983,-0.230,0.105
1984,-0.220,0.090
1985,-0.230,0.085
1986,-0.240,0.080
1987,-0.255,0.080
1988,-0.255,0.090
1989,-0.240,0.105
1990,-0.240,0.100
1991,-0.235,0.095
1992,-0.250,0.080
1993,-0.265,0.095
1994,-0.255,0.085
1995,-0.260,0.090
1996,-0.245,0.085
1997,-0.250,0.080
1998,-0.260,0.070
1999,-0.270,0.085
2000,-0.260,0.085
2001,-0.250,0.085
2002,-0.250,0.095
2003,-0.260,0.085
2004,-0.260,0.070
2005,-0.255,0.075
2006,-0.250,0.075
2007,-0.250,0.085
2008,-0.240,0.095
2009,-0.245,0.085
2010,-0.255,0.065
2011,-0.260,0.060
2012,-0.260,0.070
2013,-0.255,0.080
2014,-0.260,0.070
2015,-0.260,0.065
2016,-0.275,0.055
2017,-0.275,0.060
2018,-0.270,0.075
2019,-0.255,0.070
2020,-0.265,0.065
2021,-0.260,0.065
2022,-0.275,0.055
2023,-0.305,0.060
2024,-0.290,0.060
2025,-0.285,0.055
2026,-0.275,0.055
2027,-0.275,0.050
2028,-0.280,0.040
2029,-0.290,0.050
2030,-0.285,0.045
2031,-0.280,0.060
2032,-0.275,0.050
2033,-0.265,0.035
2034,-0.285,0.035
2035,-0.300,0.035
2036,-0.280,0.045
2037,-0.280,0.060
2038,-0.275,0.045
2039,-0.275,0.040
2040,-0.285,0.035
2041,-0.290,0.040
2042,-0.285,0.045
2043,-0.270,0.055
2044,-0.260,0.055
2045,-0.275,0.045
2046,-0.280,0.050
2047,-0.295,0.040
2048,-0.295,0.055
2049,-0.285,0.060
2050,-0.275,0.055
2051,-0.285,0.045
2052,-0.265,0.065
2053,-0.270,0.070
2054,-0.245,0.080
2055,-0.220,0.105
2056,-0.180,0.110
2057,-0.105,0.115
2058,0.070,0.120
2059,0.480,0.180
2060,0.885,0.440
2061,0.770,0.790
2062,0.350,0.835
2063,0.050,0.570
2064,-0.025,0.335
2065,0.000,0.260
2066,0.015,0.255
2067,0.000,0.235
2068,-0.025,0.210
2069,-0.030,0.175
2070,-0.040,0.160
2071,-0.060,0.140
2072,-0.055,0.145
2073,-0.045,0.110
2074,-0.060,0.090
2075,-0.075,0.035
2076,-0.080,-0.005
2077,-0.080,-0.030
2078,-0.070,-0.030
2079,-0.060,-0.045
2080,-0.050,-0.075
2081,-0.090,-0.105
2082,-0.140,-0.140
2083,-0.210,-0.135
2084,-0.265,-0.160
2085,-0.320,-0.165
2086,-0.385,-0.200
2087,-0.485,-0.235
2088,-0.600,-0.245
2089,-0.695,-0.270
2090,-0.755,-0.260
2091,-0.785,-0.260
2092,-0.850,-0.280
2093,-0.915,-0.310
2094,-0.990,-0.340
2095,-1.050,-0.380
2096,-1.075,-0.405
2097,-1.065,-0.435
2098,-1.070,-0.485
2099,-1.075,-0.510
2100,-1.105,-0.535
2101,-1.100,-0.550
2102,-1.070,-0.580
2103,-1.045,-0.595
2104,-1.020,-0.625
2105,-1.000,-0.650
2106,-0.990,-0.675
2107,-0.970,-0.700
2108,-0.930,-0.715
2109,-0.870,-0.735
2110,-0.815,-0.765
2111,-0.770,-0.765
2112,-0.750,-0.750
2113,-0.715,-0.720
2114,-0.660,-0.675
2115,-0.605,-0.650
2116,-0.545,-0.585
2117,-0.495,-0.555
2118,-0.475,-0.515
2119,-0.460,-0.460
2120,-0.425,-0.385
2121,-0.405,-0.310
2122,-0.380,-0.270
2123,-0.375,-0.225
2124,-0.375,-0.200
2125,-0.355,-0.175
2126,-0.335,-0.130
2127,-0.310,-0.095
2128,-0.305,-0.080
2129,-0.290,-0.070
2130,-0.315,-0.065
2131,-0.335,-0.045
2132,-0.335,-0.030
2133,-0.325,-0.005
2134,-0.325,0.010
2135,-0.325,0.025
2136,-0.315,0.030
2137,-0.295,0.055
2138,-0.265,0.085
2139,-0.250,0.115
2140,-0.225,0.120
2141,-0.230,0.130
2142,-0.230,0.130
2143,-0.225,0.140
2144,-0.210,0.160
2145,-0.185,0.170
2146,-0.170,0.160
2147,-0.175,0.155
2148,-0.175,0.150
2149,-0.165,0.150
2150,-0.155,0.165
2151,-0.140,0.180
2152,-0.145,0.170
2153,-0.140,0.180
2154,-0.140,0.175
2155,-0.145,0.180
2156,-0.130,0.190
2157,-0.110,0.200
2158,-0.095,0.190
2159,-0.110,0.200
2160,-0.105,0.190
2161,-0.115,0.190
2162,-0.105,0.210
2163,-0.095,0.215
2164,-0.085,0.220
2165,-0.090,0.215
2166,-0.080,0.210
2167,-0.090,0.215
2168,-0.085,0.225
2169,-0.075,0.240
2170,-0.065,0.240
2171,-0.060,0.235
2172,-0.080,0.240
2173,-0.075,0.245
2174,-0.075,0.245
2175,-0.065,0.270
2176,-0.060,0.265
2177,-0.060,0.255
2178,-0.050,0.265
2179,-0.070,0.265
2180,-0.070,0.275
2181,-0.055,0.295
2182,-0.050,0.285
2183,-0.050,0.285
2184,-0.040,0.280
2185,-0.045,0.285
2186,-0.035,0.295
2187,-0.020,0.310
2188,-0.020,0.310
2189,-0.025,0.315
2190,-0.020,0.305
2191,-0.025,0.305
2192,-0.015,0.305
2193,-0.015,0.335
2194,-0.010,0.335
2195,-0.005,0.330
2196,-0.010,0.330
2197,-0.020,0.325
2198,-0.025,0.345
2199,-0.005,0.365
2200,0.000,0.355
2201,0.010,0.355
2202,-0.005,0.350
2203,-0.015,0.355
2204,0.000,0.365
2205,0.000,0.360
2206,0.005,0.365
2207,-0.005,0.355
2208,0.000,0.350
2209,-0.010,0.340
2210,-0.010,0.345
2211,0.000,0.360
2212,-0.005,0.355
2213,-0.010,0.340
2214,-0.025,0.335
2215,-0.025,0.330
2216,-0.015,0.350
2217,-0.020,0.335
2218,-0.015,0.325
2219,-0.035,0.305
2220,-0.050,0.300
2221,-0.055,0.300
2222,-0.065,0.310
2223,-0.070,0.310
2224,-0.075,0.290
2225,-0.075,0.285
2226,-0.090,0.275
2227,-0.125,0.260
2228,-0.105,0.265
2229,-0.115,0.255
2230,-0.125,0.255
2231,-0.125,0.230
2232,-0.135,0.220
2233,-0.155,0.205
2234,-0.155,0.215
2235,-0.150,0.215
2236,-0.150,0.195
2237,-0.170,0.185
2238,-0.170,0.175
2239,-0.180,0.160
2240,-0.180,0.175
2241,-0.180,0.170
2242,-0.165,0.170
2243,-0.180,0.165
2244,-0.200,0.135
2245,-0.205,0.140
2246,-0.195,0.140
2247,-0.185,0.155
2248,-0.180,0.135
2249,-0.200,0.120
2250,-0.210,0.110
2251,-0.210,0.105
2252,-0.215,0.125
2253,-0.205,0.120
2254,-0.195,0.110
2255,-0.210,0.100
2256,-0.210,0.095
2257,-0.220,0.105
2258,-0.220,0.095
2259,-0.210,0.110
2260,-0.205,0.090
2261,-0.215,0.095
2262,-0.205,0.085
2263,-0.225,0.085
2264,-0.215,0.090
2265,-0.205,0.105
2266,-0.200,0.095
2267,-0.205,0.080
2268,-0.210,0.085
2269,-0.215,0.075
2270,-0.220,0.085
2271,-0.200,0.090
2272,-0.200,0.095
2273,-0.210,0.070
2274,-0.215,0.070
2275,-0.225,0.075
2276,-0.220,0.075
2277,-0.205,0.065
2278,-0.210,0.080
2279,-0.205,0.075
2280,-0.215,0.055
2281,-0.225,0.070
2282,-0.220,0.075
2283,-0.220,0.085
2284,-0.220,0.085
2285,-0.230,0.075
2286,-0.230,0.065
2287,-0.245,0.065
2288,-0.230,0.080
2289,-0.225,0.090
2290,-0.220,0.075
2291,-0.225,0.080
2292,-0.230,0.070
2293,-0.255,0.050
2294,-0.245,0.065
2295,-0.240,0.075
2296,-0.240,0.070
2297,-0.240,0.065
2298,-0.250,0.045
2299,-0.260,0.055
2300,-0.260,0.065
2301,-0.255,0.080
2302,-0.250,0.060
2303,-0.255,0.055
2304,-0.255,0.055
2305,-0.270,0.050
2306,-0.275,0.065
2307,-0.265,0.080
2308,-0.255,0.060
2309,-0.255,0.050
2310,-0.280,0.050
2311,-0.305,0.040
2312,-0.280,0.060
2313,-0.270,0.055
2314,-0.280,0.050
2315,-0.280,0.045
2316,-0.285,0.045
2317,-0.290,0.040
2318,-0.285,0.045
2319,-0.275,0.050
2320,-0.280,0.055
2321,-0.280,0.045
2322,-0.285,0.035
2323,-0.295,0.030
2324,-0.300,0.045
2325,-0.280,0.045
2326,-0.290,0.050
2327,-0.290,0.035
2328,-0.290,0.025
2329,-0.315,0.030
2330,-0.300,0.030
2331,-0.290,0.035
2332,-0.290,0.030
2333,-0.290,0.040
2334,-0.300,0.025
2335,-0.315,0.025
2336,-0.300,0.035
2337,-0.290,0.040
2338,-0.295,0.030
2339,-0.280,0.035
2340,-0.290,0.025
2341,-0.305,0.020
2342,-0.305,0.040
2343,-0.300,0.050
2344,-0.285,0.045
2345,-0.290,0.040
2346,-0.295,0.035
2347,-0.310,0.020
2348,-0.295,0.035
2349,-0.285,0.055
2350,-0.285,0.040
2351,-0.275,0.045
2352,-0.280,0.035
2353,-0.280,0.040
2354,-0.240,0.050
2355,-0.190,0.075
2356,-0.100,0.085
2357,0.185,0.115
2358,0.650,0.295
2359,0.825,0.660
2360,0.510,0.850
2361,0.135,0.640
2362,-0.020,0.355
2363,-0.015,0.230
2364,0.015,0.215
2365,-0.015,0.205
2366,-0.035,0.195
2367,-0.040,0.190
2368,-0.040,0.165
2369,-0.040,0.155
2370,-0.040,0.130
2371,-0.055,0.090
2372,-0.055,0.060
2373,-0.065,0.035
2374,-0.055,0.010
2375,-0.075,-0.005
2376,-0.095,-0.035
2377,-0.130,-0.040
2378,-0.165,-0.050
2379,-0.195,-0.045
2380,-0.235,-0.075
2381,-0.280,-0.105
2382,-0.330,-0.130
2383,-0.400,-0.155
2384,-0.475,-0.160
2385,-0.570,-0.145
2386,-0.630,-0.160
2387,-0.685,-0.180
2388,-0.735,-0.200
2389,-0.815,-0.215
2390,-0.875,-0.215
2391,-0.925,-0.235
2392,-0.960,-0.280
2393,-0.980,-0.325
2394,-1.020,-0.385
2395,-1.035,-0.425
2396,-1.040,-0.425
2397,-1.050,-0.455
2398,-1.040,-0.485
2399,-1.035,-0.535
2400,-1.040,-0.580
2401,-1.040,-0.620
